,id,divsRank,finalRank,swimmer,swimmerage,school,event,seedTime,divsTime,finalTime,qualified,year,meanSeedTime,meanDivsTime,varSeedTime,varDivsTime,medianAge,gender,distance,stroke,points,seedSpeed,divsSpeed,numRelays,numEvents,lifetimeNumRelays,lifetimeNumEvents
1214,3013,2.0,1.0,376,17,48,17,35.78,37.35,34.8,True,2018,44.32363636363636,43.446129032258064,82.87722386363637,74.49811784946237,17.0,Girls,50,Butterfly,20,1.397428731134712,1.3386880856760375,1,2,5,6
1215,3014,3.0,3.0,1423,17,16,17,42.04,37.96,38.38,True,2018,44.32363636363636,43.446129032258064,82.87722386363637,74.49811784946237,17.0,Girls,50,Butterfly,16,1.1893434823977165,1.3171759747102212,2,2,2,2
1216,3015,4.0,5.0,380,17,5,17,45.57,42.83,44.17,True,2018,44.32363636363636,43.446129032258064,82.87722386363637,74.49811784946237,17.0,Girls,50,Butterfly,12,1.097213078779899,1.167406023815083,1,2,5,6
1217,3016,5.0,4.0,101,17,42,17,46.06,44.93,43.73,True,2018,44.32363636363636,43.446129032258064,82.87722386363637,74.49811784946237,17.0,Girls,50,Butterfly,14,1.0855405992184106,1.1128421989761852,2,2,6,6
1218,3017,6.0,6.0,110,17,3,17,54.97,49.84,45.93,True,2018,44.32363636363636,43.446129032258064,82.87722386363637,74.49811784946237,17.0,Girls,50,Butterfly,11,0.9095870474804439,1.0032102728731942,1,2,2,6
1219,3018,7.0,7.0,105,17,5,17,60.0,52.17,46.93,True,2018,44.32363636363636,43.446129032258064,82.87722386363637,74.49811784946237,17.0,Girls,50,Butterfly,10,0.8333333333333334,0.9584052137243626,1,2,5,6
1220,3019,8.0,8.0,383,17,5,17,58.34,55.74,52.27,True,2018,44.32363636363636,43.446129032258064,82.87722386363637,74.49811784946237,17.0,Girls,50,Butterfly,9,0.8570449091532396,0.897021887334051,2,2,6,6
1221,3020,9.0,9.0,15,17,39,17,57.35,57.37,55.81,True,2018,44.32363636363636,43.446129032258064,82.87722386363637,74.49811784946237,17.0,Girls,50,Butterfly,8,0.8718395815170008,0.8715356458079135,2,2,4,6
1222,3021,,,1424,17,52,17,39.38,,,False,2018,44.32363636363636,43.446129032258064,82.87722386363637,74.49811784946237,17.0,Girls,50,Butterfly,0,1.2696800406297613,,0,2,0,2
1223,3022,,,514,17,3,17,34.15,,,False,2018,44.32363636363636,43.446129032258064,82.87722386363637,74.49811784946237,17.0,Girls,50,Butterfly,0,1.4641288433382138,,1,2,4,6
1224,411,1.0,1.0,394,15,42,18,30.12,27.4,26.99,True,2017,43.09151515151516,37.70884615384615,139.74420075757573,81.30377861538462,15.0,Boys,50,Butterfly,20,1.6600265604249667,1.8248175182481752,2,2,4,4
1225,412,2.0,2.0,395,15,3,18,28.96,29.18,28.5,True,2017,43.09151515151516,37.70884615384615,139.74420075757573,81.30377861538462,15.0,Boys,50,Butterfly,18,1.7265193370165746,1.7135023989033584,2,2,4,4
1226,413,3.0,3.0,396,15,49,18,36.15,35.07,34.12,True,2017,43.09151515151516,37.70884615384615,139.74420075757573,81.30377861538462,15.0,Boys,50,Butterfly,16,1.3831258644536653,1.42571998859424,2,2,4,4
1227,414,4.0,4.0,397,15,52,18,36.1,37.04,35.11,True,2017,43.09151515151516,37.70884615384615,139.74420075757573,81.30377861538462,15.0,Boys,50,Butterfly,14,1.3850415512465373,1.349892008639309,2,2,3,4
1228,415,5.0,5.0,398,15,36,18,39.6,38.36,35.71,True,2017,43.09151515151516,37.70884615384615,139.74420075757573,81.30377861538462,15.0,Boys,50,Butterfly,12,1.2626262626262625,1.3034410844629822,1,2,2,4
1229,416,6.0,6.0,399,15,49,18,43.03,40.86,38.76,True,2017,43.09151515151516,37.70884615384615,139.74420075757573,81.30377861538462,15.0,Boys,50,Butterfly,11,1.1619800139437602,1.2236906510034264,2,2,2,2
1230,417,7.0,7.0,400,15,5,18,44.41,42.04,40.58,True,2017,43.09151515151516,37.70884615384615,139.74420075757573,81.30377861538462,15.0,Boys,50,Butterfly,10,1.1258725512272012,1.1893434823977165,1,2,3,4
1231,418,8.0,8.0,29,15,39,18,47.79,43.1,43.68,True,2017,43.09151515151516,37.70884615384615,139.74420075757573,81.30377861538462,15.0,Boys,50,Butterfly,9,1.0462439840970914,1.160092807424594,2,2,4,4
1232,419,9.0,9.0,195,15,30,18,55.72,66.62,69.44,True,2017,43.09151515151516,37.70884615384615,139.74420075757573,81.30377861538462,15.0,Boys,50,Butterfly,8,0.8973438621679828,0.7505253677574302,0,2,0,4
1233,420,,,401,15,42,18,37.09,,,False,2017,43.09151515151516,37.70884615384615,139.74420075757573,81.30377861538462,15.0,Boys,50,Butterfly,0,1.3480722566729575,,2,2,2,2
1234,421,,,402,15,5,18,55.97,,,False,2017,43.09151515151516,37.70884615384615,139.74420075757573,81.30377861538462,15.0,Boys,50,Butterfly,0,0.8933357155619082,,0,2,0,2
1235,422,,,37,15,39,18,51.35,,,False,2017,43.09151515151516,37.70884615384615,139.74420075757573,81.30377861538462,15.0,Boys,50,Butterfly,0,0.9737098344693281,,0,2,1,4
1236,423,,,403,15,39,18,69.59,,,False,2017,43.09151515151516,37.70884615384615,139.74420075757573,81.30377861538462,15.0,Boys,50,Butterfly,0,0.7184940364994971,,0,2,2,4
1237,1454,1.0,1.0,823,15,52,18,31.8,30.44,29.9,True,2016,43.09151515151516,37.70884615384615,139.74420075757573,81.30377861538462,15.0,Boys,50,Butterfly,20,1.572327044025157,1.6425755584756898,2,2,2,2
1238,1455,2.0,2.0,631,14,49,18,41.16,31.82,30.96,True,2016,43.09151515151516,37.70884615384615,139.74420075757573,81.30377861538462,15.0,Boys,50,Butterfly,18,1.2147716229348884,1.571338780641106,2,2,6,6
1239,1456,3.0,3.0,350,15,3,18,35.5,32.43,32.0,True,2016,43.09151515151516,37.70884615384615,139.74420075757573,81.30377861538462,15.0,Boys,50,Butterfly,16,1.408450704225352,1.5417823003391922,2,2,3,4
1240,1457,4.0,4.0,408,15,3,18,35.12,32.98,33.2,True,2016,43.09151515151516,37.70884615384615,139.74420075757573,81.30377861538462,15.0,Boys,50,Butterfly,14,1.4236902050113895,1.516070345664039,2,2,6,6
1241,1458,5.0,4.0,409,15,3,18,40.01,34.27,33.2,True,2016,43.09151515151516,37.70884615384615,139.74420075757573,81.30377861538462,15.0,Boys,50,Butterfly,14,1.2496875781054737,1.4590020426028596,2,2,5,6
1242,1459,6.0,7.0,824,15,38,18,36.16,35.12,36.08,True,2016,43.09151515151516,37.70884615384615,139.74420075757573,81.30377861538462,15.0,Boys,50,Butterfly,10,1.3827433628318586,1.4236902050113895,0,2,0,4
1243,1460,7.0,,406,15,38,18,,36.24,,True,2016,43.09151515151516,37.70884615384615,139.74420075757573,81.30377861538462,15.0,Boys,50,Butterfly,0,,1.379690949227373,0,2,1,4
1244,1461,8.0,6.0,479,14,5,18,38.09,38.3,35.71,True,2016,43.09151515151516,37.70884615384615,139.74420075757573,81.30377861538462,15.0,Boys,50,Butterfly,11,1.3126804935678655,1.3054830287206267,2,2,5,6
1245,1462,9.0,9.0,672,15,5,18,43.78,40.82,40.58,True,2016,43.09151515151516,37.70884615384615,139.74420075757573,81.30377861538462,15.0,Boys,50,Butterfly,8,1.1420740063956145,1.224889759921607,2,2,4,4
1246,1463,10.0,8.0,257,15,3,18,39.84,41.34,38.93,True,2016,43.09151515151516,37.70884615384615,139.74420075757573,81.30377861538462,15.0,Boys,50,Butterfly,9,1.255020080321285,1.209482341557813,0,2,1,4
1247,1464,11.0,,32,14,39,18,62.0,57.12,,True,2016,43.09151515151516,37.70884615384615,139.74420075757573,81.30377861538462,15.0,Boys,50,Butterfly,0,0.8064516129032258,0.8753501400560224,2,2,5,6
1248,1465,,,738,15,33,18,47.22,,,False,2016,43.09151515151516,37.70884615384615,139.74420075757573,81.30377861538462,15.0,Boys,50,Butterfly,0,1.058873358746294,,2,2,2,2
1249,1466,,,825,15,33,18,34.57,,,False,2016,43.09151515151516,37.70884615384615,139.74420075757573,81.30377861538462,15.0,Boys,50,Butterfly,0,1.4463407578825571,,1,2,1,2
1250,3023,1.0,1.0,1425,15,33,18,29.87,29.42,28.96,True,2018,43.09151515151516,37.70884615384615,139.74420075757573,81.30377861538462,15.0,Boys,50,Butterfly,20,1.6739203213927016,1.699524133242692,2,2,2,2
1251,3024,2.0,2.0,1426,15,3,18,30.77,30.12,29.53,True,2018,43.09151515151516,37.70884615384615,139.74420075757573,81.30377861538462,15.0,Boys,50,Butterfly,18,1.6249593760155996,1.6600265604249667,2,2,2,2
1252,3025,3.0,4.0,1405,15,46,18,33.88,31.98,31.8,True,2018,43.09151515151516,37.70884615384615,139.74420075757573,81.30377861538462,15.0,Boys,50,Butterfly,14,1.4757969303423848,1.5634771732332708,2,2,2,2
1253,3026,4.0,3.0,1427,15,49,18,33.65,32.0,30.39,True,2018,43.09151515151516,37.70884615384615,139.74420075757573,81.30377861538462,15.0,Boys,50,Butterfly,16,1.485884101040119,1.5625,2,2,2,2
1254,3027,5.0,5.0,1428,15,38,18,36.66,34.75,34.15,True,2018,43.09151515151516,37.70884615384615,139.74420075757573,81.30377861538462,15.0,Boys,50,Butterfly,12,1.363884342607747,1.4388489208633093,0,2,0,2
1255,3028,6.0,6.0,1429,15,5,18,62.15,51.61,43.73,True,2018,43.09151515151516,37.70884615384615,139.74420075757573,81.30377861538462,15.0,Boys,50,Butterfly,11,0.8045052292839904,0.968804495252858,2,2,2,2
1256,3029,,,1228,15,10,18,67.88,,,False,2018,43.09151515151516,37.70884615384615,139.74420075757573,81.30377861538462,15.0,Boys,50,Butterfly,0,0.7365939893930467,,2,2,2,2
1257,3030,,,1430,15,30,18,66.03,,,False,2018,43.09151515151516,37.70884615384615,139.74420075757573,81.30377861538462,15.0,Boys,50,Butterfly,0,0.7572315614114796,,0,2,0,2
1258,424,1.0,1.0,404,16,3,19,30.68,28.39,28.28,True,2017,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,20,1.6297262059973925,1.7611835153222966,2,2,4,4
1259,425,2.0,2.0,405,16,52,19,32.5,30.27,29.77,True,2017,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,18,1.5384615384615385,1.6518004625041296,1,2,1,2
1260,426,3.0,3.0,208,16,17,19,31.47,30.32,30.14,True,2017,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,16,1.5888147442008262,1.6490765171503958,2,2,6,6
1261,427,4.0,5.0,406,16,38,19,31.81,31.23,31.4,True,2017,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,12,1.5718327569946557,1.601024655779699,1,2,1,4
1262,428,5.0,4.0,407,16,26,19,29.89,31.54,30.74,True,2017,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,14,1.6728002676480427,1.585288522511097,1,2,1,2
1263,429,6.0,6.0,408,16,3,19,33.85,32.18,31.56,True,2017,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,11,1.4771048744460855,1.5537600994406464,2,2,6,6
1264,430,7.0,8.0,214,16,16,19,34.72,34.34,34.61,True,2017,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,9,1.4400921658986177,1.45602795573675,2,2,6,6
1265,431,8.0,7.0,409,16,3,19,33.77,34.87,34.05,True,2017,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,10,1.4806040864672785,1.4338973329509608,2,2,5,6
1266,432,9.0,9.0,410,16,5,19,37.97,36.15,36.95,True,2017,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,8,1.316829075585989,1.3831258644536653,2,2,6,6
1267,433,10.0,10.0,411,16,5,19,44.12,41.69,38.52,True,2017,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,7,1.1332728921124207,1.199328376109379,2,2,2,2
1268,434,11.0,11.0,222,16,33,19,45.12,42.3,42.03,True,2017,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,6,1.1081560283687943,1.182033096926714,2,2,2,2
1269,1467,1.0,1.0,412,16,3,19,28.25,29.16,27.97,True,2016,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,20,1.7699115044247788,1.7146776406035664,2,2,4,4
1270,1468,2.0,2.0,414,16,48,19,29.68,29.98,29.79,True,2016,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,18,1.6846361185983827,1.667778519012675,2,2,4,4
1271,1469,3.0,4.0,826,16,3,19,32.59,32.2,31.6,True,2016,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,14,1.5342129487572873,1.5527950310559004,2,2,2,2
1272,1470,4.0,3.0,243,16,17,19,33.02,32.21,31.31,True,2016,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,16,1.5142337976983644,1.552312946289972,2,2,3,4
1273,1471,5.0,5.0,247,16,5,19,35.4,33.19,31.72,True,2016,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,12,1.4124293785310735,1.5064778547755349,1,2,2,4
1274,1472,6.0,6.0,23,16,36,19,36.44,34.08,33.73,True,2016,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,11,1.3721185510428102,1.4671361502347418,1,2,3,4
1275,1473,7.0,7.0,214,14,16,19,37.27,37.23,37.46,True,2016,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,10,1.3415615776764152,1.3430029546065003,2,2,6,6
1276,1474,8.0,8.0,827,16,16,19,41.3,37.91,37.96,True,2016,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,9,1.2106537530266344,1.3189132155104195,2,2,2,2
1277,1475,9.0,9.0,525,16,39,19,48.0,42.47,40.5,True,2016,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,8,1.0416666666666667,1.177301624676242,2,2,2,4
1278,1476,10.0,10.0,418,16,49,19,42.08,42.92,41.8,True,2016,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,7,1.188212927756654,1.1649580615097856,2,2,4,4
1279,1477,11.0,12.0,523,16,39,19,44.0,46.18,45.82,True,2016,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,5,1.1363636363636365,1.0827197921178,2,2,3,4
1280,1478,12.0,11.0,828,16,49,19,48.03,48.27,45.68,True,2016,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,6,1.0410160316468873,1.0358400662937641,1,2,1,2
1281,1479,13.0,14.0,254,16,5,19,55.35,60.58,57.1,True,2016,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,3,0.9033423667570009,0.8253549026081215,2,2,3,4
1282,1480,14.0,13.0,829,16,39,19,65.0,63.04,52.66,True,2016,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,4,0.7692307692307693,0.7931472081218274,2,2,2,2
1283,1481,,,830,16,26,19,31.45,,,False,2016,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,0,1.589825119236884,,2,2,2,2
1284,3031,1.0,1.0,394,16,42,19,27.74,27.63,27.84,True,2018,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,20,1.8024513338139871,1.8096272167933407,2,2,4,4
1285,3032,2.0,2.0,395,16,3,19,29.4,29.22,29.11,True,2018,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,18,1.7006802721088436,1.7111567419575633,2,2,4,4
1286,3033,3.0,3.0,1431,16,26,19,29.66,30.03,29.74,True,2018,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,16,1.6857720836142953,1.665001665001665,1,2,1,2
1287,3034,4.0,4.0,173,16,3,19,32.07,30.51,30.9,True,2018,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,14,1.5590894917368257,1.6388069485414618,2,2,4,4
1288,3035,5.0,5.0,1432,16,3,19,36.25,34.05,33.57,True,2018,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,12,1.3793103448275863,1.4684287812041117,1,2,1,2
1289,3036,6.0,7.0,396,16,49,19,38.53,34.19,33.9,True,2018,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,10,1.2976901116013495,1.4624159110851127,2,2,4,4
1290,3037,7.0,6.0,397,16,52,19,36.22,34.88,33.79,True,2018,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,11,1.380452788514633,1.4334862385321099,1,2,3,4
1291,3038,8.0,8.0,175,16,3,19,36.03,34.98,35.08,True,2018,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,9,1.3877324451845683,1.429388221841052,2,2,3,4
1292,3039,9.0,10.0,398,16,36,19,47.78,36.52,36.11,True,2018,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,7,1.0464629552113855,1.3691128148959473,1,2,2,4
1293,3040,10.0,9.0,1433,16,5,19,47.81,38.3,36.08,True,2018,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,8,1.0458063166701526,1.3054830287206267,2,2,2,2
1294,3041,11.0,12.0,400,16,5,19,43.64,39.63,40.14,True,2018,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,5,1.1457378551787352,1.2616704516780217,2,2,3,4
1295,3042,12.0,11.0,550,16,16,19,48.65,41.71,38.32,True,2018,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,6,1.027749229188078,1.1987532965715655,2,2,4,4
1296,3043,13.0,13.0,197,16,17,19,44.54,42.11,42.88,True,2018,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,4,1.1225864391558151,1.1873664212776063,2,2,2,4
1297,3044,14.0,14.0,474,16,34,19,50.44,49.31,44.59,True,2018,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,3,0.9912767644726408,1.013993104846887,1,2,1,4
1298,3045,15.0,15.0,193,16,5,19,53.09,54.17,53.95,True,2018,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,2,0.9417969485778865,0.923020121838656,1,2,2,4
1299,3046,,,1434,16,26,19,35.97,,,False,2018,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,0,1.3900472616068946,,2,2,2,2
1300,3047,,,37,16,39,19,49.94,,,False,2018,39.10511627906977,37.4985,73.34731605758583,70.80891564102565,16.0,Boys,50,Butterfly,0,1.001201441730076,,1,2,1,4
1301,435,1.0,1.0,412,17,3,20,26.81,27.3,26.74,True,2017,35.9948717948718,34.54371428571427,31.629551956815106,26.89957109243698,17.0,Boys,50,Butterfly,20,1.864975755315181,1.8315018315018314,2,2,4,4
1302,436,2.0,2.0,413,17,5,20,32.16,30.07,29.24,True,2017,35.9948717948718,34.54371428571427,31.629551956815106,26.89957109243698,17.0,Boys,50,Butterfly,18,1.554726368159204,1.6627868307283007,2,2,3,4
1303,437,3.0,4.0,414,17,48,20,29.66,30.28,30.79,True,2017,35.9948717948718,34.54371428571427,31.629551956815106,26.89957109243698,17.0,Boys,50,Butterfly,14,1.6857720836142953,1.6512549537648613,2,2,4,4
1304,438,4.0,3.0,415,17,46,20,33.24,32.04,30.73,True,2017,35.9948717948718,34.54371428571427,31.629551956815106,26.89957109243698,17.0,Boys,50,Butterfly,16,1.5042117930204573,1.5605493133583022,2,2,2,2
1305,439,5.0,5.0,23,17,36,20,35.69,32.85,31.52,True,2017,35.9948717948718,34.54371428571427,31.629551956815106,26.89957109243698,17.0,Boys,50,Butterfly,12,1.4009526478005043,1.5220700152207,2,2,3,4
1306,440,6.0,6.0,416,17,27,20,39.22,38.63,35.94,True,2017,35.9948717948718,34.54371428571427,31.629551956815106,26.89957109243698,17.0,Boys,50,Butterfly,11,1.2748597654258031,1.2943308309603934,0,2,0,2
1307,441,7.0,7.0,257,17,3,20,41.94,40.41,39.05,True,2017,35.9948717948718,34.54371428571427,31.629551956815106,26.89957109243698,17.0,Boys,50,Butterfly,10,1.1921793037672868,1.2373174956693889,1,2,1,4
1308,442,8.0,8.0,417,17,5,20,40.89,45.77,42.19,True,2017,35.9948717948718,34.54371428571427,31.629551956815106,26.89957109243698,17.0,Boys,50,Butterfly,9,1.2227928588897041,1.0924186148131962,1,2,1,2
1309,443,,,418,17,49,20,44.83,,,False,2017,35.9948717948718,34.54371428571427,31.629551956815106,26.89957109243698,17.0,Boys,50,Butterfly,0,1.115324559446799,,2,2,4,4
1310,444,,,419,17,46,20,41.84,,,False,2017,35.9948717948718,34.54371428571427,31.629551956815106,26.89957109243698,17.0,Boys,50,Butterfly,0,1.1950286806883363,,1,2,1,3
1311,1482,1.0,1.0,831,17,26,20,25.39,25.3,25.26,True,2016,35.9948717948718,34.54371428571427,31.629551956815106,26.89957109243698,17.0,Boys,50,Butterfly,20,1.9692792437967703,1.976284584980237,2,2,2,2
1312,1483,2.0,2.0,832,17,35,20,30.25,29.5,29.59,True,2016,35.9948717948718,34.54371428571427,31.629551956815106,26.89957109243698,17.0,Boys,50,Butterfly,18,1.6528925619834711,1.694915254237288,2,2,2,2
1313,1484,3.0,3.0,833,17,36,20,34.21,32.03,32.23,True,2016,35.9948717948718,34.54371428571427,31.629551956815106,26.89957109243698,17.0,Boys,50,Butterfly,16,1.4615609470914936,1.5610365282547611,1,2,1,2
1314,1485,4.0,8.0,834,17,35,20,32.76,32.25,33.44,True,2016,35.9948717948718,34.54371428571427,31.629551956815106,26.89957109243698,17.0,Boys,50,Butterfly,9,1.5262515262515264,1.550387596899225,2,2,2,2
1315,1486,5.0,5.0,835,17,43,20,34.67,32.76,32.6,True,2016,35.9948717948718,34.54371428571427,31.629551956815106,26.89957109243698,17.0,Boys,50,Butterfly,12,1.4421690222094028,1.5262515262515264,0,2,0,2
1316,1487,6.0,4.0,836,17,52,20,33.37,33.11,32.58,True,2016,35.9948717948718,34.54371428571427,31.629551956815106,26.89957109243698,17.0,Boys,50,Butterfly,14,1.4983518130056939,1.5101177891875566,2,2,2,2
1317,1488,7.0,7.0,837,17,30,20,33.0,33.31,33.15,True,2016,35.9948717948718,34.54371428571427,31.629551956815106,26.89957109243698,17.0,Boys,50,Butterfly,10,1.5151515151515151,1.5010507355148603,2,2,2,2
1318,1489,8.0,6.0,780,17,5,20,34.44,33.68,32.99,True,2016,35.9948717948718,34.54371428571427,31.629551956815106,26.89957109243698,17.0,Boys,50,Butterfly,11,1.4518002322880372,1.484560570071259,1,2,1,2
1319,1490,9.0,9.0,779,17,42,20,36.33,35.39,34.64,True,2016,35.9948717948718,34.54371428571427,31.629551956815106,26.89957109243698,17.0,Boys,50,Butterfly,8,1.3762730525736306,1.4128284826222097,2,2,2,2
1320,1491,10.0,10.0,838,17,43,20,40.2,39.55,38.66,True,2016,35.9948717948718,34.54371428571427,31.629551956815106,26.89957109243698,17.0,Boys,50,Butterfly,7,1.243781094527363,1.2642225031605563,0,2,0,2
